,SPY,DIA,QQQ,IWM,^FCHI,^GDAXI,^FTSE,^N225,^STOXX50E,^HSI,VNQ,SCHH,IYR,GLD,SLV,USO,UNG,DBA,PALL,CPER,BTC-USD,ETH-USD,TLT,IEF,SHY
2022-04-14,97869500.0,4179600.0,73519400.0,27107000.0,79048700.0,87530500.0,1005764400.0,61800000.0,31407300.0,1719400000.0,4464700.0,926600.0,5112400.0,11567200.0,31607200.0,7437200.0,3357075.0,3274300.0,24300.0,99400.0,24342001973,15821419931,34274500.0,6158700.0,4336200.0
2022-04-15,81936000.0,4059300.0,66040000.0,24676700.0,52699133.33333333,81889700.0,952768633.3333334,51500000.0,29977433.333333332,1892966666.6666667,4360800.0,1122500.0,6010850.0,10226950.0,38498750.0,6381650.0,4205362.5,3578250.0,57100.0,215100.0,21756855753,11256651536,26529400.0,5375100.0,4218150.0
2022-04-18,66002500.0,3939000.0,58560600.0,22246400.0,26349566.666666664,76248900.0,899772866.6666666,48300000.0,28547566.666666668,2066533333.3333333,4256900.0,1318400.0,6909300.0,8886700.0,45390300.0,5326100.0,5053650.0,3882200.0,89900.0,330800.0,33705182072,18629381299,18784300.0,4591500.0,4100100.0
2022-04-19,77821000.0,4261200.0,56515700.0,22786700.0,0.0,70608100.0,846777100.0,60500000.0,27117700.0,2240100000.0,7536100.0,1593200.0,10807200.0,12585600.0,35867300.0,7626100.0,3981300.0,4469000.0,39000.0,238600.0,25303206547,14156035096,26012300.0,7004900.0,5811000.0
2022-04-20,65224400.0,5677000.0,65500000.0,20516200.0,87010800.0,75486900.0,1212543400.0,72300000.0,33043600.0,1876400000.0,5395900.0,1564800.0,9078600.0,7038600.0,23415500.0,5056200.0,2703025.0,3067400.0,41500.0,95300.0,27819532341,15547362265,31423200.0,7479300.0,6121600.0
2022-04-21,85417300.0,5369600.0,75801000.0,31547700.0,88762200.0,78397500.0,764750300.0,62300000.0,28253800.0,2226200000.0,4820700.0,1221500.0,7741400.0,9639800.0,37513500.0,4815700.0,2460825.0,2723100.0,39600.0,114900.0,35372786395,20783591093,23323200.0,9137500.0,7119600.0
2022-04-22,132471800.0,6855100.0,82562100.0,35686900.0,83469100.0,82415500.0,694792900.0,58500000.0,36305200.0,2351300000.0,4917800.0,1495500.0,8384400.0,9147000.0,32779500.0,3730500.0,2138525.0,3439600.0,22600.0,168000.0,28011716745,16782795477,19773400.0,5451600.0,5426000.0
2022-04-25,119647700.0,6806600.0,101755900.0,35556500.0,94933200.0,85275400.0,755160100.0,62700000.0,34942000.0,2912300000.0,6032300.0,1553300.0,8750500.0,13073700.0,38780900.0,5073600.0,2555275.0,5558100.0,149600.0,537700.0,35445730570,22332690614,25418900.0,8617400.0,5772300.0
2022-04-26,103996300.0,7619800.0,105819600.0,40513600.0,95230800.0,98346100.0,847986700.0,64300000.0,43591400.0,2565700000.0,6217500.0,2651300.0,12086000.0,9042400.0,30841200.0,7354100.0,3245275.0,3047500.0,44600.0,114500.0,34569088416,19052045399,26931300.0,9575400.0,6670600.0
2022-04-27,122030000.0,6894400.0,111204200.0,37808000.0,92040000.0,134621900.0,958503900.0,97300000.0,44556600.0,2361000000.0,6007100.0,1702900.0,7418700.0,8854700.0,30704200.0,4545800.0,2895700.0,3381900.0,47000.0,105700.0,30981015184,17419284041,14560500.0,7908900.0,8770900.0
2022-04-28,105449100.0,5976600.0,99450000.0,37405200.0,76048900.0,97665400.0,917004000.0,86700000.0,34553600.0,2255700000.0,7235300.0,1939500.0,10374600.0,6381100.0,28124600.0,6856000.0,1857150.0,1983300.0,20400.0,149600.0,33903704907,18443524633,16892500.0,6943500.0,4671300.0
2022-04-29,145491100.0,6495600.0,91977900.0,41193400.0,83799400.0,102033100.0,983441700.0,80600000.0,35628500.0,2727100000.0,9573900.0,2898400.0,17174200.0,7719700.0,32119200.0,6097900.0,1651575.0,1489100.0,46400.0,125500.0,30882994649,18771041399,26153400.0,10012500.0,8047300.0
2022-05-02,158312500.0,9221700.0,115511800.0,38002100.0,87523700.0,85974500.0,1163158950.0,74500000.0,29907400.0,2234400000.0,11885700.0,4069800.0,20384100.0,14318600.0,38907800.0,4467600.0,1244600.0,2133500.0,46000.0,277900.0,32922642426,18609741545,29233900.0,11327000.0,10907500.0
